clave,fecha,almacenamiento,temperatura,humedad,precipitacion,tipo_precip,indice_uv,soleado,nublado,parc_nublado,lluvia_soleado,lluvia_nublado,lluvia_parc_nublado
LCDSO,01/01/2022,404.91,15.4,72,0,0,5,0,0,1,0,0,0
PECSO,01/01/2022,904.17,15.4,72,0,0,5,0,0,1,0,0,0
PMOSO,01/01/2022,21.69,15.4,72,0,0,5,0,0,1,0,0,0
AGZCH,02/01/2022,69.82,13.4,57,0,0,7,1,0,0,0,0,0
AOBSO,02/01/2022,1392.93,13.4,57,0,0,7,1,0,0,0,0,0
ARCSO,02/01/2022,286.04,13.4,57,0,0,7,1,0,0,0,0,0
ARLSO,02/01/2022,0.65,13.4,57,0,0,7,1,0,0,0,0,0
CHTSO,02/01/2022,5.61,13.4,57,0,0,7,1,0,0,0,0,0
IRASO,02/01/2022,8.44,13.4,57,0,0,7,1,0,0,0,0,0
LCDSO,02/01/2022,415.94,13.4,57,0,0,7,1,0,0,0,0,0
PECSO,02/01/2022,917.41,13.4,57,0,0,7,1,0,0,0,0,0
PMOSO,02/01/2022,21.64,13.4,57,0,0,7,1,0,0,0,0,0
AGZCH,03/01/2022,69.76,13.4,60.7,0,0,7,0,0,1,0,0,0
AOBSO,03/01/2022,1392.93,13.4,60.7,0,0,7,0,0,1,0,0,0
ARCSO,03/01/2022,287.68,13.4,60.7,0,0,7,0,0,1,0,0,0
ARLSO,03/01/2022,0.64,13.4,60.7,0,0,7,0,0,1,0,0,0
CHTSO,03/01/2022,5.61,13.4,60.7,0,0,7,0,0,1,0,0,0
IRASO,03/01/2022,8.41,13.4,60.7,0,0,7,0,0,1,0,0,0
LCDSO,03/01/2022,424.83,13.4,60.7,0,0,7,0,0,1,0,0,0
PECSO,03/01/2022,933.88,13.4,60.7,0,0,7,0,0,1,0,0,0
PMOSO,03/01/2022,21.59,13.4,60.7,0,0,7,0,0,1,0,0,0
AGZCH,04/01/2022,69.69,15.2,55.1,0,0,7,0,0,1,0,0,0
AOBSO,04/01/2022,1394.04,15.2,55.1,0,0,7,0,0,1,0,0,0
ARCSO,04/01/2022,290.13,15.2,55.1,0,0,7,0,0,1,0,0,0
ARLSO,04/01/2022,0.64,15.2,55.1,0,0,7,0,0,1,0,0,0
CHTSO,04/01/2022,5.61,15.2,55.1,0,0,7,0,0,1,0,0,0
IRASO,04/01/2022,8.41,15.2,55.1,0,0,7,0,0,1,0,0,0
LCDSO,04/01/2022,428.09,15.2,55.1,0,0,7,0,0,1,0,0,0
PECSO,04/01/2022,943.62,15.2,55.1,0,0,7,0,0,1,0,0,0
PMOSO,04/01/2022,21.59,15.2,55.1,0,0,7,0,0,1,0,0,0
AGZCH,05/01/2022,69.63,15.4,52.5,0,0,7,1,0,0,0,0,0
AOBSO,05/01/2022,1396.25,15.4,52.5,0,0,7,1,0,0,0,0,0
ARCSO,05/01/2022,290.95,15.4,52.5,0,0,7,1,0,0,0,0,0
ARLSO,05/01/2022,0.64,15.4,52.5,0,0,7,1,0,0,0,0,0
CHTSO,05/01/2022,5.61,15.4,52.5,0,0,7,1,0,0,0,0,0
IRASO,05/01/2022,8.39,15.4,52.5,0,0,7,1,0,0,0,0,0
LCDSO,05/01/2022,429.28,15.4,52.5,0,0,7,1,0,0,0,0,0
PECSO,05/01/2022,950.44,15.4,52.5,0,0,7,1,0,0,0,0,0
PMOSO,05/01/2022,21.59,15.4,52.5,0,0,7,1,0,0,0,0,0
AGZCH,06/01/2022,69.57,16.8,48,0,0,7,1,0,0,0,0,0
AOBSO,06/01/2022,1396.25,16.8,48,0,0,7,1,0,0,0,0,0
ARCSO,06/01/2022,290.95,16.8,48,0,0,7,1,0,0,0,0,0
ARLSO,06/01/2022,0.62,16.8,48,0,0,7,1,0,0,0,0,0
CHTSO,06/01/2022,5.61,16.8,48,0,0,7,1,0,0,0,0,0
IRASO,06/01/2022,8.47,16.8,48,0,0,7,1,0,0,0,0,0
LCDSO,06/01/2022,428.39,16.8,48,0,0,7,1,0,0,0,0,0
PECSO,06/01/2022,954.33,16.8,48,0,0,7,1,0,0,0,0,0
PMOSO,06/01/2022,21.59,16.8,48,0,0,7,1,0,0,0,0,0
AGZCH,07/01/2022,69.51,17.2,56,0,0,7,1,0,0,0,0,0
AOBSO,07/01/2022,1396.25,17.2,56,0,0,7,1,0,0,0,0,0
ARCSO,07/01/2022,290.95,17.2,56,0,0,7,1,0,0,0,0,0
ARLSO,07/01/2022,0.62,17.2,56,0,0,7,1,0,0,0,0,0
CHTSO,07/01/2022,5.61,17.2,56,0,0,7,1,0,0,0,0,0
IRASO,07/01/2022,8.47,17.2,56,0,0,7,1,0,0,0,0,0
LCDSO,07/01/2022,426.91,17.2,56,0,0,7,1,0,0,0,0,0
PECSO,07/01/2022,953.36,17.2,56,0,0,7,1,0,0,0,0,0
PMOSO,07/01/2022,21.54,17.2,56,0,0,7,1,0,0,0,0,0
AGZCH,08/01/2022,69.45,17.8,64.8,0,0,7,0,0,1,0,0,0
AOBSO,08/01/2022,1396.25,17.8,64.8,0,0,7,0,0,1,0,0,0
ARCSO,08/01/2022,290.95,17.8,64.8,0,0,7,0,0,1,0,0,0
ARLSO,08/01/2022,0.62,17.8,64.8,0,0,7,0,0,1,0,0,0
CHTSO,08/01/2022,5.59,17.8,64.8,0,0,7,0,0,1,0,0,0
IRASO,08/01/2022,8.44,17.8,64.8,0,0,7,0,0,1,0,0,0
LCDSO,08/01/2022,424.83,17.8,64.8,0,0,7,0,0,1,0,0,0
PECSO,08/01/2022,953.85,17.8,64.8,0,0,7,0,0,1,0,0,0
PMOSO,08/01/2022,21.54,17.8,64.8,0,0,7,0,0,1,0,0,0
AGZCH,09/01/2022,69.39,17.3,70,0,0,3,0,1,0,0,0,0
AOBSO,09/01/2022,1392.93,17.3,70,0,0,3,0,1,0,0,0,0
ARCSO,09/01/2022,288.49,17.3,70,0,0,3,0,1,0,0,0,0
ARLSO,09/01/2022,0.62,17.3,70,0,0,3,0,1,0,0,0,0
CHTSO,09/01/2022,5.59,17.3,70,0,0,3,0,1,0,0,0,0
IRASO,09/01/2022,8.44,17.3,70,0,0,3,0,1,0,0,0,0
LCDSO,09/01/2022,423.05,17.3,70,0,0,3,0,1,0,0,0,0
PECSO,09/01/2022,954.33,17.3,70,0,0,3,0,1,0,0,0,0
PMOSO,09/01/2022,21.49,17.3,70,0,0,3,0,1,0,0,0,0
AGZCH,10/01/2022,69.33,17.9,60.7,0,0,7,0,0,1,0,0,0
AOBSO,10/01/2022,1392.93,17.9,60.7,0,0,7,0,0,1,0,0,0
ARCSO,10/01/2022,285.22,17.9,60.7,0,0,7,0,0,1,0,0,0
ARLSO,10/01/2022,0.61,17.9,60.7,0,0,7,0,0,1,0,0,0
CHTSO,10/01/2022,5.56,17.9,60.7,0,0,7,0,0,1,0,0,0
IRASO,10/01/2022,8.41,17.9,60.7,0,0,7,0,0,1,0,0,0
LCDSO,10/01/2022,420.98,17.9,60.7,0,0,7,0,0,1,0,0,0
PECSO,10/01/2022,954.82,17.9,60.7,0,0,7,0,0,1,0,0,0
PMOSO,10/01/2022,21.49,17.9,60.7,0,0,7,0,0,1,0,0,0
AGZCH,11/01/2022,69.27,17.3,51.3,0,0,6,0,1,0,0,0,0
AOBSO,11/01/2022,1390.71,17.3,51.3,0,0,6,0,1,0,0,0,0
ARCSO,11/01/2022,282.77,17.3,51.3,0,0,6,0,1,0,0,0,0
ARLSO,11/01/2022,0.61,17.3,51.3,0,0,6,0,1,0,0,0,0
CHTSO,11/01/2022,5.52,17.3,51.3,0,0,6,0,1,0,0,0,0
IRASO,11/01/2022,8.39,17.3,51.3,0,0,6,0,1,0,0,0,0
LCDSO,11/01/2022,419.79,17.3,51.3,0,0,6,0,1,0,0,0,0
PECSO,11/01/2022,953.85,17.3,51.3,0,0,6,0,1,0,0,0,0
PMOSO,11/01/2022,21.44,17.3,51.3,0,0,6,0,1,0,0,0,0
AGZCH,12/01/2022,69.27,18.4,48.5,0,0,7,0,0,1,0,0,0
AOBSO,12/01/2022,1387.38,18.4,48.5,0,0,7,0,0,1,0,0,0
ARCSO,12/01/2022,279.77,18.4,48.5,0,0,7,0,0,1,0,0,0
ARLSO,12/01/2022,0.61,18.4,48.5,0,0,7,0,0,1,0,0,0
CHTSO,12/01/2022,5.47,18.4,48.5,0,0,7,0,0,1,0,0,0
IRASO,12/01/2022,8.36,18.4,48.5,0,0,7,0,0,1,0,0,0
LCDSO,12/01/2022,418.6,18.4,48.5,0,0,7,0,0,1,0,0,0
PECSO,12/01/2022,953.85,18.4,48.5,0,0,7,0,0,1,0,0,0
PMOSO,12/01/2022,21.44,18.4,48.5,0,0,7,0,0,1,0,0,0
AGZCH,13/01/2022,69.21,18.7,48.3,0,0,7,0,0,1,0,0,0
AOBSO,13/01/2022,1382.95,18.7,48.3,0,0,7,0,0,1,0,0,0
ARCSO,13/01/2022,276.77,18.7,48.3,0,0,7,0,0,1,0,0,0
ARLSO,13/01/2022,0.59,18.7,48.3,0,0,7,0,0,1,0,0,0
CHTSO,13/01/2022,5.43,18.7,48.3,0,0,7,0,0,1,0,0,0
IRASO,13/01/2022,8.3,18.7,48.3,0,0,7,0,0,1,0,0,0
LCDSO,13/01/2022,416.23,18.7,48.3,0,0,7,0,0,1,0,0,0
PECSO,13/01/2022,952.39,18.7,48.3,0,0,7,0,0,1,0,0,0
PMOSO,13/01/2022,21.44,18.7,48.3,0,0,7,0,0,1,0,0,0
AGZCH,14/01/2022,69.21,20.3,44.6,0,0,7,0,0,1,0,0,0
AOBSO,14/01/2022,1380.73,20.3,44.6,0,0,7,0,0,1,0,0,0
ARCSO,14/01/2022,273.77,20.3,44.6,0,0,7,0,0,1,0,0,0
ARLSO,14/01/2022,0.59,20.3,44.6,0,0,7,0,0,1,0,0,0
CHTSO,14/01/2022,5.38,20.3,44.6,0,0,7,0,0,1,0,0,0
IRASO,14/01/2022,8.22,20.3,44.6,0,0,7,0,0,1,0,0,0
LCDSO,14/01/2022,413.86,20.3,44.6,0,0,7,0,0,1,0,0,0
PECSO,14/01/2022,948.98,20.3,44.6,0,0,7,0,0,1,0,0,0
PMOSO,14/01/2022,21.39,20.3,44.6,0,0,7,0,0,1,0,0,0
AGZCH,15/01/2022,69.15,20.4,39.4,0,0,5,0,0,1,0,0,0
AOBSO,15/01/2022,1376.3,20.4,39.4,0,0,5,0,0,1,0,0,0
ARCSO,15/01/2022,270.77,20.4,39.4,0,0,5,0,0,1,0,0,0
ARLSO,15/01/2022,0.59,20.4,39.4,0,0,5,0,0,1,0,0,0
CHTSO,15/01/2022,5.33,20.4,39.4,0,0,5,0,0,1,0,0,0
IRASO,15/01/2022,8.11,20.4,39.4,0,0,5,0,0,1,0,0,0
LCDSO,15/01/2022,411.24,20.4,39.4,0,0,5,0,0,1,0,0,0
PECSO,15/01/2022,947.52,20.4,39.4,0,0,5,0,0,1,0,0,0
PMOSO,15/01/2022,21.34,20.4,39.4,0,0,5,0,0,1,0,0,0
AGZCH,16/01/2022,69.15,19.1,41.7,0,0,7,0,0,1,0,0,0
AOBSO,16/01/2022,1371.86,19.1,41.7,0,0,7,0,0,1,0,0,0
ARCSO,16/01/2022,267.49,19.1,41.7,0,0,7,0,0,1,0,0,0
ARLSO,16/01/2022,0.59,19.1,41.7,0,0,7,0,0,1,0,0,0
CHTSO,16/01/2022,5.29,19.1,41.7,0,0,7,0,0,1,0,0,0
IRASO,16/01/2022,8.05,19.1,41.7,0,0,7,0,0,1,0,0,0
LCDSO,16/01/2022,408.36,19.1,41.7,0,0,7,0,0,1,0,0,0
PECSO,16/01/2022,947.52,19.1,41.7,0,0,7,0,0,1,0,0,0
PMOSO,16/01/2022,21.34,19.1,41.7,0,0,7,0,0,1,0,0,0
AGZCH,17/01/2022,69.09,18.9,44.8,0,0,7,0,0,1,0,0,0
AOBSO,17/01/2022,1367.43,18.9,44.8,0,0,7,0,0,1,0,0,0
ARCSO,17/01/2022,262.83,18.9,44.8,0,0,7,0,0,1,0,0,0
ARLSO,17/01/2022,0.57,18.9,44.8,0,0,7,0,0,1,0,0,0
CHTSO,17/01/2022,5.26,18.9,44.8,0,0,7,0,0,1,0,0,0
IRASO,17/01/2022,7.97,18.9,44.8,0,0,7,0,0,1,0,0,0
LCDSO,17/01/2022,405.77,18.9,44.8,0,0,7,0,0,1,0,0,0
PECSO,17/01/2022,946.06,18.9,44.8,0,0,7,0,0,1,0,0,0
PMOSO,17/01/2022,21.34,18.9,44.8,0,0,7,0,0,1,0,0,0
AGZCH,18/01/2022,69.09,19.4,54.5,0,0,7,0,0,1,0,0,0
AOBSO,18/01/2022,1359.67,19.4,54.5,0,0,7,0,0,1,0,0,0
ARCSO,18/01/2022,258.23,19.4,54.5,0,0,7,0,0,1,0,0,0
ARLSO,18/01/2022,0.56,19.4,54.5,0,0,7,0,0,1,0,0,0
CHTSO,18/01/2022,5.26,19.4,54.5,0,0,7,0,0,1,0,0,0
IRASO,18/01/2022,7.88,19.4,54.5,0,0,7,0,0,1,0,0,0
LCDSO,18/01/2022,404.05,19.4,54.5,0,0,7,0,0,1,0,0,0
PECSO,18/01/2022,944.6,19.4,54.5,0,0,7,0,0,1,0,0,0
PMOSO,18/01/2022,21.24,19.4,54.5,0,0,7,0,0,1,0,0,0
AGZCH,19/01/2022,69.03,18.6,57.9,0,0,7,0,0,1,0,0,0
AOBSO,19/01/2022,1350.8,18.6,57.9,0,0,7,0,0,1,0,0,0
ARCSO,19/01/2022,253.63,18.6,57.9,0,0,7,0,0,1,0,0,0
ARLSO,19/01/2022,0.56,18.6,57.9,0,0,7,0,0,1,0,0,0
CHTSO,19/01/2022,5.15,18.6,57.9,0,0,7,0,0,1,0,0,0
IRASO,19/01/2022,7.76,18.6,57.9,0,0,7,0,0,1,0,0,0
LCDSO,19/01/2022,402.6,18.6,57.9,0,0,7,0,0,1,0,0,0
PECSO,19/01/2022,944.11,18.6,57.9,0,0,7,0,0,1,0,0,0
PMOSO,19/01/2022,21.19,18.6,57.9,0,0,7,0,0,1,0,0,0
AGZCH,20/01/2022,69.03,18,52.5,0,0,7,1,0,0,0,0,0
AOBSO,20/01/2022,1340.83,18,52.5,0,0,7,1,0,0,0,0,0
ARCSO,20/01/2022,249.29,18,52.5,0,0,7,1,0,0,0,0,0
ARLSO,20/01/2022,0.54,18,52.5,0,0,7,1,0,0,0,0,0
CHTSO,20/01/2022,5.11,18,52.5,0,0,7,1,0,0,0,0,0
IRASO,20/01/2022,7.66,18,52.5,0,0,7,1,0,0,0,0,0
LCDSO,20/01/2022,400.01,18,52.5,0,0,7,1,0,0,0,0,0
PECSO,20/01/2022,942.16,18,52.5,0,0,7,1,0,0,0,0,0
PMOSO,20/01/2022,21.09,18,52.5,0,0,7,1,0,0,0,0,0
AGZCH,21/01/2022,68.97,18.4,36,0,0,8,1,0,0,0,0,0
AOBSO,21/01/2022,1331.26,18.4,36,0,0,8,1,0,0,0,0,0
ARCSO,21/01/2022,244.95,18.4,36,0,0,8,1,0,0,0,0,0
ARLSO,21/01/2022,0.54,18.4,36,0,0,8,1,0,0,0,0,0
CHTSO,21/01/2022,5.07,18.4,36,0,0,8,1,0,0,0,0,0
IRASO,21/01/2022,7.54,18.4,36,0,0,8,1,0,0,0,0,0
LCDSO,21/01/2022,397.14,18.4,36,0,0,8,1,0,0,0,0,0
PECSO,21/01/2022,939.73,18.4,36,0,0,8,1,0,0,0,0,0
PMOSO,21/01/2022,21.14,18.4,36,0,0,8,1,0,0,0,0,0
AGZCH,22/01/2022,68.97,16.3,47.1,0,0,7,1,0,0,0,0,0
AOBSO,22/01/2022,1327.06,16.3,47.1,0,0,7,1,0,0,0,0,0
ARCSO,22/01/2022,240.38,16.3,47.1,0,0,7,1,0,0,0,0,0
ARLSO,22/01/2022,0.52,16.3,47.1,0,0,7,1,0,0,0,0,0
CHTSO,22/01/2022,5.11,16.3,47.1,0,0,7,1,0,0,0,0,0
IRASO,22/01/2022,7.38,16.3,47.1,0,0,7,1,0,0,0,0,0
LCDSO,22/01/2022,394.26,16.3,47.1,0,0,7,1,0,0,0,0,0
PECSO,22/01/2022,938.27,16.3,47.1,0,0,7,1,0,0,0,0,0
PMOSO,22/01/2022,21.09,16.3,47.1,0,0,7,1,0,0,0,0,0
AGZCH,23/01/2022,68.91,15.2,51.5,0,0,7,0,0,1,0,0,0
AOBSO,23/01/2022,1315.51,15.2,51.5,0,0,7,0,0,1,0,0,0
ARCSO,23/01/2022,235.82,15.2,51.5,0,0,7,0,0,1,0,0,0
ARLSO,23/01/2022,0.52,15.2,51.5,0,0,7,0,0,1,0,0,0
CHTSO,23/01/2022,4.94,15.2,51.5,0,0,7,0,0,1,0,0,0
IRASO,23/01/2022,7.36,15.2,51.5,0,0,7,0,0,1,0,0,0
LCDSO,23/01/2022,391.38,15.2,51.5,0,0,7,0,0,1,0,0,0
PECSO,23/01/2022,936.81,15.2,51.5,0,0,7,0,0,1,0,0,0
PMOSO,23/01/2022,21.05,15.2,51.5,0,0,7,0,0,1,0,0,0
AGZCH,24/01/2022,68.91,15.9,49.7,0,0,6,1,0,0,0,0,0
AOBSO,24/01/2022,1307.11,15.9,49.7,0,0,6,1,0,0,0,0,0
ARCSO,24/01/2022,231.49,15.9,49.7,0,0,6,1,0,0,0,0,0
ARLSO,24/01/2022,0.52,15.9,49.7,0,0,6,1,0,0,0,0,0
CHTSO,24/01/2022,5.11,15.9,49.7,0,0,6,1,0,0,0,0,0
IRASO,24/01/2022,7.33,15.9,49.7,0,0,6,1,0,0,0,0,0
LCDSO,24/01/2022,387.64,15.9,49.7,0,0,6,1,0,0,0,0,0
PECSO,24/01/2022,935.34,15.9,49.7,0,0,6,1,0,0,0,0,0
PMOSO,24/01/2022,21.05,15.9,49.7,0,0,6,1,0,0,0,0,0
AGZCH,25/01/2022,68.85,15.9,45.9,0,0,7,1,0,0,0,0,0
AOBSO,25/01/2022,1298.71,15.9,45.9,0,0,7,1,0,0,0,0,0
ARCSO,25/01/2022,226.93,15.9,45.9,0,0,7,1,0,0,0,0,0
ARLSO,25/01/2022,0.51,15.9,45.9,0,0,7,1,0,0,0,0,0
CHTSO,25/01/2022,5.15,15.9,45.9,0,0,7,1,0,0,0,0,0
IRASO,25/01/2022,7.31,15.9,45.9,0,0,7,1,0,0,0,0,0
LCDSO,25/01/2022,385.91,15.9,45.9,0,0,7,1,0,0,0,0,0
PECSO,25/01/2022,933.4,15.9,45.9,0,0,7,1,0,0,0,0,0
PMOSO,25/01/2022,21.05,15.9,45.9,0,0,7,1,0,0,0,0,0
AGZCH,26/01/2022,68.85,16.8,37.2,0,0,6,0,0,1,0,0,0
AOBSO,26/01/2022,1288.21,16.8,37.2,0,0,6,0,0,1,0,0,0
ARCSO,26/01/2022,222.36,16.8,37.2,0,0,6,0,0,1,0,0,0
ARLSO,26/01/2022,0.51,16.8,37.2,0,0,6,0,0,1,0,0,0
CHTSO,26/01/2022,5.15,16.8,37.2,0,0,6,0,0,1,0,0,0
IRASO,26/01/2022,7.26,16.8,37.2,0,0,6,0,0,1,0,0,0
LCDSO,26/01/2022,383.9,16.8,37.2,0,0,6,0,0,1,0,0,0
PECSO,26/01/2022,931.45,16.8,37.2,0,0,6,0,0,1,0,0,0
PMOSO,26/01/2022,21,16.8,37.2,0,0,6,0,0,1,0,0,0
AGZCH,27/01/2022,68.79,16.6,37.2,0,0,7,0,0,1,0,0,0
AOBSO,27/01/2022,1277.71,16.6,37.2,0,0,7,0,0,1,0,0,0
ARCSO,27/01/2022,217.8,16.6,37.2,0,0,7,0,0,1,0,0,0
ARLSO,27/01/2022,0.51,16.6,37.2,0,0,7,0,0,1,0,0,0
CHTSO,27/01/2022,5.15,16.6,37.2,0,0,7,0,0,1,0,0,0
IRASO,27/01/2022,7.21,16.6,37.2,0,0,7,0,0,1,0,0,0
LCDSO,27/01/2022,381.13,16.6,37.2,0,0,7,0,0,1,0,0,0
PECSO,27/01/2022,930.48,16.6,37.2,0,0,7,0,0,1,0,0,0
PMOSO,27/01/2022,21,16.6,37.2,0,0,7,0,0,1,0,0,0
AGZCH,28/01/2022,68.79,17.3,37.1,0,0,6,0,0,1,0,0,0
AOBSO,28/01/2022,1267.21,17.3,37.1,0,0,6,0,0,1,0,0,0
ARCSO,28/01/2022,213.31,17.3,37.1,0,0,6,0,0,1,0,0,0
ARLSO,28/01/2022,0.49,17.3,37.1,0,0,6,0,0,1,0,0,0
CHTSO,28/01/2022,5.15,17.3,37.1,0,0,6,0,0,1,0,0,0
IRASO,28/01/2022,7.16,17.3,37.1,0,0,6,0,0,1,0,0,0
LCDSO,28/01/2022,377.8,17.3,37.1,0,0,6,0,0,1,0,0,0
PECSO,28/01/2022,929.5,17.3,37.1,0,0,6,0,0,1,0,0,0
PMOSO,28/01/2022,20.95,17.3,37.1,0,0,6,0,0,1,0,0,0
AGZCH,29/01/2022,68.72,17.5,40.8,0,0,7,1,0,0,0,0,0
AOBSO,29/01/2022,1256.71,17.5,40.8,0,0,7,1,0,0,0,0,0
ARCSO,29/01/2022,208.67,17.5,40.8,0,0,7,1,0,0,0,0,0
ARLSO,29/01/2022,0.49,17.5,40.8,0,0,7,1,0,0,0,0,0
CHTSO,29/01/2022,5.15,17.5,40.8,0,0,7,1,0,0,0,0,0
IRASO,29/01/2022,7.13,17.5,40.8,0,0,7,1,0,0,0,0,0
LCDSO,29/01/2022,374.74,17.5,40.8,0,0,7,1,0,0,0,0,0
PECSO,29/01/2022,928.04,17.5,40.8,0,0,7,1,0,0,0,0,0
PMOSO,29/01/2022,20.8,17.5,40.8,0,0,7,1,0,0,0,0,0
AGZCH,30/01/2022,68.72,16.5,43.5,0,0,6,1,0,0,0,0,0
AOBSO,30/01/2022,1244.11,16.5,43.5,0,0,6,1,0,0,0,0,0
ARCSO,30/01/2022,204.03,16.5,43.5,0,0,6,1,0,0,0,0,0
ARLSO,30/01/2022,0.49,16.5,43.5,0,0,6,1,0,0,0,0,0
CHTSO,30/01/2022,5.15,16.5,43.5,0,0,6,1,0,0,0,0,0
IRASO,30/01/2022,7.06,16.5,43.5,0,0,6,1,0,0,0,0,0
LCDSO,30/01/2022,368.64,16.5,43.5,0,0,6,1,0,0,0,0,0
PECSO,30/01/2022,925.64,16.5,43.5,0,0,6,1,0,0,0,0,0
PMOSO,30/01/2022,20.8,16.5,43.5,0,0,6,1,0,0,0,0,0
AGZCH,31/01/2022,68.66,16.2,38,0,0,6,1,0,0,0,0,0
AOBSO,31/01/2022,1233.61,16.2,38,0,0,6,1,0,0,0,0,0
ARCSO,31/01/2022,199.62,16.2,38,0,0,6,1,0,0,0,0,0
ARLSO,31/01/2022,0.48,16.2,38,0,0,6,1,0,0,0,0,0
CHTSO,31/01/2022,5.15,16.2,38,0,0,6,1,0,0,0,0,0
IRASO,31/01/2022,6.93,16.2,38,0,0,6,1,0,0,0,0,0
LCDSO,31/01/2022,365.59,16.2,38,0,0,6,1,0,0,0,0,0
PECSO,31/01/2022,924.27,16.2,38,0,0,6,1,0,0,0,0,0
PMOSO,31/01/2022,20.7,16.2,38,0,0,6,1,0,0,0,0,0
AGZCH,01/02/2022,68.66,15.3,38.5,0,0,3,0,0,1,0,0,0
AOBSO,01/02/2022,1223.69,15.3,38.5,0,0,3,0,0,1,0,0,0
ARCSO,01/02/2022,195.2,15.3,38.5,0,0,3,0,0,1,0,0,0
ARLSO,01/02/2022,0.48,15.3,38.5,0,0,3,0,0,1,0,0,0
CHTSO,01/02/2022,5.15,15.3,38.5,0,0,3,0,0,1,0,0,0
IRASO,01/02/2022,6.81,15.3,38.5,0,0,3,0,0,1,0,0,0
LCDSO,01/02/2022,363.64,15.3,38.5,0,0,3,0,0,1,0,0,0
PECSO,01/02/2022,922.44,15.3,38.5,0,0,3,0,0,1,0,0,0
PMOSO,01/02/2022,20.65,15.3,38.5,0,0,3,0,0,1,0,0,0
AGZCH,02/02/2022,68.6,16.6,44,0,0,6,0,0,1,0,0,0
AOBSO,02/02/2022,1213.77,16.6,44,0,0,6,0,0,1,0,0,0
ARCSO,02/02/2022,191.14,16.6,44,0,0,6,0,0,1,0,0,0
ARLSO,02/02/2022,0.48,16.6,44,0,0,6,0,0,1,0,0,0
CHTSO,02/02/2022,5.15,16.6,44,0,0,6,0,0,1,0,0,0
IRASO,02/02/2022,6.63,16.6,44,0,0,6,0,0,1,0,0,0
LCDSO,02/02/2022,361.7,16.6,44,0,0,6,0,0,1,0,0,0
PECSO,02/02/2022,921.07,16.6,44,0,0,6,0,0,1,0,0,0
PMOSO,02/02/2022,20.6,16.6,44,0,0,6,0,0,1,0,0,0
AGZCH,03/02/2022,68.6,10.7,23.4,0,0,8,1,0,0,0,0,0
AOBSO,03/02/2022,1203.84,10.7,23.4,0,0,8,1,0,0,0,0,0
ARCSO,03/02/2022,186.3,10.7,23.4,0,0,8,1,0,0,0,0,0
ARLSO,03/02/2022,0.46,10.7,23.4,0,0,8,1,0,0,0,0,0
CHTSO,03/02/2022,5.15,10.7,23.4,0,0,8,1,0,0,0,0,0
IRASO,03/02/2022,6.43,10.7,23.4,0,0,8,1,0,0,0,0,0
LCDSO,03/02/2022,358.92,10.7,23.4,0,0,8,1,0,0,0,0,0
PECSO,03/02/2022,918.78,10.7,23.4,0,0,8,1,0,0,0,0,0
PMOSO,03/02/2022,20.55,10.7,23.4,0,0,8,1,0,0,0,0,0
AGZCH,04/02/2022,68.54,14.1,29.9,0,0,8,1,0,0,0,0,0
AOBSO,04/02/2022,1195.9,14.1,29.9,0,0,8,1,0,0,0,0,0
ARCSO,04/02/2022,181.87,14.1,29.9,0,0,8,1,0,0,0,0,0
ARLSO,04/02/2022,0.46,14.1,29.9,0,0,8,1,0,0,0,0,0
CHTSO,04/02/2022,5.15,14.1,29.9,0,0,8,1,0,0,0,0,0
IRASO,04/02/2022,6.28,14.1,29.9,0,0,8,1,0,0,0,0,0
LCDSO,04/02/2022,355.63,14.1,29.9,0,0,8,1,0,0,0,0,0
PECSO,04/02/2022,916.5,14.1,29.9,0,0,8,1,0,0,0,0,0
PMOSO,04/02/2022,20.45,14.1,29.9,0,0,8,1,0,0,0,0,0
AGZCH,05/02/2022,68.54,18,22.3,0,0,7,1,0,0,0,0,0
AOBSO,05/02/2022,1188.95,18,22.3,0,0,7,1,0,0,0,0,0
ARCSO,05/02/2022,177.44,18,22.3,0,0,7,1,0,0,0,0,0
ARLSO,05/02/2022,0.44,18,22.3,0,0,7,1,0,0,0,0,0
CHTSO,05/02/2022,5.15,18,22.3,0,0,7,1,0,0,0,0,0
IRASO,05/02/2022,6.12,18,22.3,0,0,7,1,0,0,0,0,0
LCDSO,05/02/2022,352.42,18,22.3,0,0,7,1,0,0,0,0,0
PECSO,05/02/2022,913.3,18,22.3,0,0,7,1,0,0,0,0,0
PMOSO,05/02/2022,20.4,18,22.3,0,0,7,1,0,0,0,0,0
AGZCH,06/02/2022,68.54,15.7,40.2,0,0,7,1,0,0,0,0,0
AOBSO,06/02/2022,1182.01,15.7,40.2,0,0,7,1,0,0,0,0,0
ARCSO,06/02/2022,172.96,15.7,40.2,0,0,7,1,0,0,0,0,0
ARLSO,06/02/2022,0.44,15.7,40.2,0,0,7,1,0,0,0,0,0
CHTSO,06/02/2022,5.15,15.7,40.2,0,0,7,1,0,0,0,0,0
IRASO,06/02/2022,5.99,15.7,40.2,0,0,7,1,0,0,0,0,0
LCDSO,06/02/2022,349.21,15.7,40.2,0,0,7,1,0,0,0,0,0
PECSO,06/02/2022,911.02,15.7,40.2,0,0,7,1,0,0,0,0,0
PMOSO,06/02/2022,20.3,15.7,40.2,0,0,7,1,0,0,0,0,0
AGZCH,07/02/2022,68.48,19.2,26.1,0,0,7,1,0,0,0,0,0
